climate_cell,cell_ID,RCNII,X_L93,Y_L93
8,70573,72,-269497,269442
8,70574,78.5,-269497,269942
8,70575,78.5,-269497,270442
8,70576,72,-269497,270942
8,70577,72,-269497,271442
8,70578,72,-269497,271942
8,70579,54,-269497,272442
8,70580,67.5,-269497,272942
8,70581,54,-269497,273442
8,70582,23.5,-269497,273942
8,70583,23.5,-269497,274442
8,70584,23.5,-269497,274942
8,70585,23.5,-269497,275442
8,70586,23.5,-269497,275942
8,70587,23.5,-269497,276442
8,70588,23.5,-269497,276942
8,70589,67.5,-269497,277442
8,70590,79,-269497,277942
8,70591,67.5,-269497,278442
8,70592,67.5,-269497,278942
8,70912,72,-268997,268442
8,70913,54,-268997,268942
8,70914,23.5,-268997,269442
8,70915,100,-268997,269942
8,70916,100,-268997,270442
8,70917,72,-268997,270942
8,70918,72,-268997,271442
8,70919,54,-268997,271942
8,70920,23.5,-268997,272442
8,70921,23.5,-268997,272942
8,70922,23.5,-268997,273442
8,70923,61.5,-268997,273942
8,70924,23.5,-268997,274442
8,70925,23.5,-268997,274942
8,70926,23.5,-268997,275442
8,70927,39,-268997,275942
8,70928,23.5,-268997,276442
8,70929,67.5,-268997,276942
8,70930,79,-268997,277442
8,70931,79,-268997,277942
8,70932,67.5,-268997,278442
8,70933,79,-268997,278942
8,71254,72,-268497,267942
8,71255,72,-268497,268442
8,71256,23.5,-268497,268942
8,71257,61.5,-268497,269442
8,71258,23.5,-268497,269942
8,71259,23.5,-268497,270442
8,71260,61.5,-268497,270942
8,71261,23.5,-268497,271442
8,71262,23.5,-268497,271942
8,71263,23.5,-268497,272442
8,71264,23.5,-268497,272942
8,71265,23.5,-268497,273442
8,71266,23.5,-268497,273942
8,71267,23.5,-268497,274442
8,71268,23.5,-268497,274942
8,71269,23.5,-268497,275442
8,71270,67.5,-268497,275942
8,71271,67.5,-268497,276442
8,71272,67.5,-268497,276942
8,71273,67.5,-268497,277442
8,71274,67.5,-268497,277942
8,71275,79,-268497,278442
8,71276,79,-268497,278942
8,71598,72,-267997,267942
8,71599,61.5,-267997,268442
8,71600,61.5,-267997,268942
8,71601,61.5,-267997,269442
8,71602,23.5,-267997,269942
8,71603,23.5,-267997,270442
8,71604,61.5,-267997,270942
8,71605,23.5,-267997,271442
8,71606,23.5,-267997,271942
8,71607,23.5,-267997,272442
8,71608,23.5,-267997,272942
8,71609,23.5,-267997,273442
8,71610,61.5,-267997,273942
8,71611,23.5,-267997,274442
8,71612,100,-267997,274942
8,71613,100,-267997,275442
8,71614,100,-267997,275942
8,71615,67.5,-267997,276442
8,71616,67.5,-267997,276942
8,71617,67.5,-267997,277442
8,71618,67.5,-267997,277942
8,71619,79,-267997,278442
8,71620,67.5,-267997,278942
8,71943,61.5,-267497,267942
8,71944,23.5,-267497,268442
8,71945,23.5,-267497,268942
8,71946,23.5,-267497,269442
8,71947,23.5,-267497,269942
8,71948,23.5,-267497,270442
8,71949,23.5,-267497,270942
8,71950,23.5,-267497,271442
8,71951,23.5,-267497,271942
8,71952,23.5,-267497,272442
8,71953,23.5,-267497,272942
8,71954,100,-267497,273442
8,71955,23.5,-267497,273942
8,71956,39,-267497,274442
8,71957,61.5,-267497,274942
8,71958,100,-267497,275442
8,71959,100,-267497,275942
8,71960,67.5,-267497,276442
8,71961,67.5,-267497,276942
8,71962,67.5,-267497,277442
8,71963,79,-267497,277942
8,71964,79,-267497,278442
8,71965,79,-267497,278942
8,72290,23.5,-266997,267942
8,72291,23.5,-266997,268442
8,72292,23.5,-266997,268942
8,72293,23.5,-266997,269442
8,72294,61.5,-266997,269942
8,72295,23.5,-266997,270442
8,72296,23.5,-266997,270942
8,72297,23.5,-266997,271442
8,72298,23.5,-266997,271942
8,72299,23.5,-266997,272442
8,72300,23.5,-266997,272942
8,72301,23.5,-266997,273442
8,72302,23.5,-266997,273942
8,72303,61.5,-266997,274442
8,72304,100,-266997,274942
8,72305,100,-266997,275442
8,72306,67.5,-266997,275942
8,72307,100,-266997,276442
8,72308,67.5,-266997,276942
8,72309,67.5,-266997,277442
8,72310,79,-266997,277942
8,72311,79,-266997,278442
8,72312,79,-266997,278942
8,72638,23.5,-266497,267942
8,72639,23.5,-266497,268442
8,72640,66,-266497,268942
8,72641,23.5,-266497,269442
8,72642,23.5,-266497,269942
8,72643,61.5,-266497,270442
8,72644,23.5,-266497,270942
8,72645,100,-266497,271442
8,72646,100,-266497,271942
8,72647,100,-266497,272442
8,72648,100,-266497,272942
8,72649,100,-266497,273442
8,72650,100,-266497,273942
8,72651,23.5,-266497,274442
8,72652,72,-266497,274942
8,72653,67.5,-266497,275442
8,72654,67.5,-266497,275942
8,72655,100,-266497,276442
8,72656,67.5,-266497,276942
8,72657,79,-266497,277442
8,72658,79,-266497,277942
8,72659,79,-266497,278442
8,72660,79,-266497,278942
8,72986,23.5,-265997,267942
8,72987,23.5,-265997,268442
8,72988,23.5,-265997,268942
8,72989,23.5,-265997,269442
8,72990,23.5,-265997,269942
8,72991,23.5,-265997,270442
8,72992,23.5,-265997,270942
8,72993,23.5,-265997,271442
8,72994,100,-265997,271942
8,72995,100,-265997,272442
8,72996,100,-265997,272942
8,72997,100,-265997,273442
8,72998,100,-265997,273942
8,72999,100,-265997,274442
8,73000,72,-265997,274942
8,73001,79,-265997,275442
8,73002,67.5,-265997,275942
8,73003,67.5,-265997,276442
8,73004,67.5,-265997,276942
8,73005,67.5,-265997,277442
8,73006,67.5,-265997,277942
8,73007,67.5,-265997,278442
8,73336,61.5,-265497,267942
8,73337,23.5,-265497,268442
8,73338,23.5,-265497,268942
8,73339,23.5,-265497,269442
8,73340,100,-265497,269942
8,73341,23.5,-265497,270442
8,73342,54,-265497,270942
8,73343,75.5,-265497,271442
8,73344,75.5,-265497,271942
8,73345,75.5,-265497,272442
8,73346,100,-265497,272942
8,73347,100,-265497,273442
8,73348,100,-265497,273942
8,73349,54,-265497,274442
8,73350,100,-265497,274942
8,73351,100,-265497,275442
8,73352,67.5,-265497,275942
8,73353,67.5,-265497,276442
8,73354,67.5,-265497,276942
8,73355,67.5,-265497,277442
8,73356,67.5,-265497,277942
8,73357,67.5,-265497,278442
8,73688,100,-264997,268442
8,73689,23.5,-264997,268942
8,73690,39,-264997,269442
8,73691,23.5,-264997,269942
8,73692,100,-264997,270442
8,73693,100,-264997,270942
8,73694,100,-264997,271442
8,73695,80,-264997,271942
8,73696,75.5,-264997,272442
8,73697,100,-264997,272942
8,73698,100,-264997,273442
8,73699,100,-264997,273942
8,73700,54,-264997,274442
8,73701,100,-264997,274942
8,73702,67.5,-264997,275442
8,73703,79,-264997,275942
8,73704,79,-264997,276442
8,73705,79,-264997,276942
8,73706,67.5,-264997,277442
8,73707,74,-264997,277942
8,73708,74,-264997,278442
9,68884,61.5,-271997,279442
9,68885,72,-271997,279942
9,68886,72,-271997,280442
9,68887,72,-271997,280942
9,68888,54,-271997,281442
9,68889,54,-271997,281942
9,69226,23.5,-271497,279442
9,69227,54,-271497,279942
9,69228,72,-271497,280442
9,69229,72,-271497,280942
9,69230,72,-271497,281442
9,69231,72,-271497,281942
9,69232,72,-271497,282442
9,69233,79,-271497,282942
9,69234,72,-271497,283442
9,69235,72,-271497,283942
9,69236,72,-271497,284442
9,69237,54,-271497,284942
9,69238,54,-271497,285442
9,69239,72,-271497,285942
9,69240,79,-271497,286442
9,69241,79,-271497,286942
9,69242,79,-271497,287442
9,69243,79,-271497,287942
9,69244,79,-271497,288442
9,69245,79,-271497,288942
9,69246,79,-271497,289442
9,69247,79,-271497,289942
9,69568,61.5,-270997,279442
9,69569,79,-270997,279942
9,69570,67.5,-270997,280442
9,69571,72,-270997,280942
9,69572,72,-270997,281442
9,69573,72,-270997,281942
9,69574,79,-270997,282442
9,69575,72,-270997,282942
9,69576,72,-270997,283442
9,69577,72,-270997,283942
9,69578,72,-270997,284442
9,69579,72,-270997,284942
9,69580,78.5,-270997,285442
9,69581,72,-270997,285942
9,69582,79,-270997,286442
9,69583,79,-270997,286942
9,69584,79,-270997,287442
9,69585,79,-270997,287942
9,69586,79,-270997,288442
9,69587,79,-270997,288942
9,69588,79,-270997,289442
9,69589,79,-270997,289942
9,69910,67.5,-270497,279442
9,69911,79,-270497,279942
9,69912,67.5,-270497,280442
9,69913,54,-270497,280942
9,69914,72,-270497,281442
9,69915,72,-270497,281942
9,69916,79,-270497,282442
9,69917,72,-270497,282942
9,69918,72,-270497,283442
9,69919,72,-270497,283942
9,69920,79,-270497,284442
9,69921,72,-270497,284942
9,69922,54,-270497,285442
9,69923,72,-270497,285942
9,69924,79,-270497,286442
9,69925,67.5,-270497,286942
9,69926,61.5,-270497,287442
9,69927,61.5,-270497,287942
9,69928,79,-270497,288442
9,69929,79,-270497,288942
9,69930,23.5,-270497,289442
9,69931,23.5,-270497,289942
9,70252,79,-269997,279442
9,70253,79,-269997,279942
9,70254,79,-269997,280442
9,70255,54,-269997,280942
9,70256,23.5,-269997,281442
9,70257,61.5,-269997,281942
9,70258,72,-269997,282442
9,70259,54,-269997,282942
9,70260,72,-269997,283442
9,70261,72,-269997,283942
9,70262,61.5,-269997,284442
9,70263,79,-269997,284942
9,70264,78.5,-269997,285442
9,70265,67.5,-269997,285942
9,70266,67.5,-269997,286442
9,70267,67.5,-269997,286942
9,70268,61.5,-269997,287442
9,70269,61.5,-269997,287942
9,70270,61.5,-269997,288442
9,70271,79,-269997,288942
9,70272,67.5,-269997,289442
9,70273,67.5,-269997,289942
9,70593,79,-269497,279442
9,70594,79,-269497,279942
9,70595,79,-269497,280442
9,70596,54,-269497,280942
9,70597,23.5,-269497,281442
9,70598,23.5,-269497,281942
9,70599,23.5,-269497,282442
9,70600,61.5,-269497,282942
9,70601,61.5,-269497,283442
9,70602,23.5,-269497,283942
9,70603,61.5,-269497,284442
9,70604,67.5,-269497,284942
9,70605,79,-269497,285442
9,70606,67.5,-269497,285942
9,70607,67.5,-269497,286442
9,70608,79,-269497,286942
9,70609,54,-269497,287442
9,70610,100,-269497,287942
9,70611,61.5,-269497,288442
9,70612,61.5,-269497,288942
9,70613,79,-269497,289442
9,70614,67.5,-269497,289942
9,70934,79,-268997,279442
9,70935,72,-268997,279942
9,70936,79,-268997,280442
9,70937,79,-268997,280942
9,70938,67.5,-268997,281442
9,70939,54,-268997,281942
9,70940,72,-268997,282442
9,70941,72,-268997,282942
9,70942,72,-268997,283442
9,70943,72,-268997,283942
9,70944,72,-268997,284442
9,70945,67.5,-268997,284942
9,70946,67.5,-268997,285442
9,70947,79,-268997,285942
9,70948,79,-268997,286442
9,70949,72,-268997,286942
9,70950,54,-268997,287442
9,70951,54,-268997,287942
9,70952,23.5,-268997,288442
9,70953,61.5,-268997,288942
9,70954,79,-268997,289442
9,70955,79,-268997,289942
9,71277,72,-268497,279442
9,71278,78.5,-268497,279942
9,71279,67.5,-268497,280442
9,71280,67.5,-268497,280942
9,71281,67.5,-268497,281442
9,71282,54,-268497,281942
9,71283,72,-268497,282442
9,71284,72,-268497,282942
9,71285,100,-268497,283442
9,71286,72,-268497,283942
9,71287,72,-268497,284442
9,71288,54,-268497,284942
9,71289,67.5,-268497,285442
9,71290,79,-268497,285942
9,71291,79,-268497,286442
9,71292,67.5,-268497,286942
9,71293,54,-268497,287442
9,71294,54,-268497,287942
9,71295,54,-268497,288442
9,71296,54,-268497,288942
9,71297,79,-268497,289442
9,71298,79,-268497,289942
9,71621,54,-267997,279442
9,71622,54,-267997,279942
9,71623,67.5,-267997,280442
9,71624,67.5,-267997,280942
9,71625,67.5,-267997,281442
9,71626,72,-267997,281942
9,71627,72,-267997,282442
9,71628,72,-267997,282942
9,71629,54,-267997,283442
9,71630,54,-267997,283942
9,71631,72,-267997,284442
9,71632,54,-267997,284942
9,71633,54,-267997,285442
9,71634,79,-267997,285942
9,71635,79,-267997,286442
9,71636,79,-267997,286942
9,71637,72,-267997,287442
9,71638,100,-267997,287942
9,71639,54,-267997,288442
9,71640,72,-267997,288942
9,71641,79,-267997,289442
9,71642,79,-267997,289942
9,71966,54,-267497,279442
9,71967,23.5,-267497,279942
9,71968,67.5,-267497,280442
9,71969,67.5,-267497,280942
9,71970,67.5,-267497,281442
9,71971,72,-267497,281942
9,71972,72,-267497,282442
9,71973,72,-267497,282942
9,71974,54,-267497,283442
9,71975,54,-267497,283942
9,71976,54,-267497,284442
9,71977,54,-267497,284942
9,71978,72,-267497,285442
9,71979,67.5,-267497,285942
9,71980,67.5,-267497,286442
9,71981,67.5,-267497,286942
9,71982,79,-267497,287442
9,71983,54,-267497,287942
9,71984,54,-267497,288442
9,71985,54,-267497,288942
9,71986,67.5,-267497,289442
9,71987,79,-267497,289942
9,72313,61.5,-266997,279442
9,72314,61.5,-266997,279942
9,72315,79,-266997,280442
9,72316,67.5,-266997,280942
9,72317,67.5,-266997,281442
9,72318,72,-266997,281942
9,72319,72,-266997,282442
9,72320,72,-266997,282942
9,72321,72,-266997,283442
9,72322,54,-266997,283942
9,72323,54,-266997,284442
9,72324,54,-266997,284942
9,72325,72,-266997,285442
9,72326,79,-266997,285942
9,72327,79,-266997,286442
9,72328,79,-266997,286942
9,72329,79,-266997,287442
9,72330,72,-266997,287942
9,72331,54,-266997,288442
9,72332,54,-266997,288942
9,72333,79,-266997,289442
9,72334,79,-266997,289942
9,72661,61.5,-266497,279442
9,72662,61.5,-266497,279942
9,72663,79,-266497,280442
9,72664,67.5,-266497,280942
9,72665,67.5,-266497,281442
9,72666,54,-266497,281942
9,72667,72,-266497,282442
9,72668,72,-266497,282942
9,72669,54,-266497,283442
9,72670,54,-266497,283942
9,72671,54,-266497,284442
9,72672,72,-266497,284942
9,72673,72,-266497,285442
9,72674,74,-266497,285942
9,72675,67.5,-266497,286442
9,72676,67.5,-266497,286942
9,72677,81.5,-266497,287442
9,72678,72,-266497,287942
9,72679,54,-266497,288442
9,72680,54,-266497,288942
9,72681,79,-266497,289442
9,72682,67.5,-266497,289942
9,73008,79,-265997,278942
9,73009,61.5,-265997,279442
9,73010,61.5,-265997,279942
9,73011,67.5,-265997,280442
9,73012,67.5,-265997,280942
9,73013,67.5,-265997,281442
9,73014,79,-265997,281942
9,73015,54,-265997,282442
9,73016,61,-265997,282942
9,73017,54,-265997,283442
9,73018,72,-265997,283942
9,73019,54,-265997,284442
9,73020,54,-265997,284942
9,73021,100,-265997,285442
9,73022,67.5,-265997,285942
9,73023,67.5,-265997,286442
9,73024,74,-265997,286942
9,73025,72,-265997,287442
9,73026,72,-265997,287942
9,73027,72,-265997,288442
9,73028,54,-265997,288942
9,73029,79,-265997,289442
9,73030,79,-265997,289942
9,73358,100,-265497,278942
9,73359,67.5,-265497,279442
9,73360,75.5,-265497,279942
9,73361,81.5,-265497,280442
9,73362,67.5,-265497,280942
9,73363,79,-265497,281442
9,73364,67.5,-265497,281942
9,73365,54,-265497,282442
9,73366,78.5,-265497,282942
9,73367,54,-265497,283442
9,73368,67.5,-265497,283942
9,73369,67.5,-265497,284442
9,73370,67.5,-265497,284942
9,73371,67.5,-265497,285442
9,73372,67.5,-265497,285942
9,73373,67.5,-265497,286442
9,73374,67.5,-265497,286942
9,73375,81.5,-265497,287442
9,73376,72,-265497,287942
9,73377,72,-265497,288442
9,73378,54,-265497,288942
9,73379,79,-265497,289442
9,73709,100,-264997,278942
9,73710,67.5,-264997,279442
9,73711,23.5,-264997,279942
9,73712,61.5,-264997,280442
9,73713,61.5,-264997,280942
9,73714,79,-264997,281442
9,73715,79,-264997,281942
9,73716,54,-264997,282442
9,73717,54,-264997,282942
9,73718,61,-264997,283442
9,73719,67.5,-264997,283942
9,73720,67.5,-264997,284442
9,73721,67.5,-264997,284942
9,73722,67.5,-264997,285442
9,73723,67.5,-264997,285942
9,73724,67.5,-264997,286442
9,73725,67.5,-264997,286942
9,73726,81.5,-264997,287442
9,73727,79,-264997,287942
9,73728,72,-264997,288442
9,73729,54,-264997,288942
9,73730,72,-264997,289442
9,74061,67.5,-264497,278942
9,74062,100,-264497,279442
9,74063,61.5,-264497,279942
9,74064,23.5,-264497,280442
9,74065,67.5,-264497,280942
9,74066,79,-264497,281442
9,74067,79,-264497,281942
9,74068,79,-264497,282442
9,74069,54,-264497,282942
9,74070,67.5,-264497,283442
9,74071,67.5,-264497,283942
9,74072,67.5,-264497,284442
9,74073,74,-264497,284942
9,74074,67.5,-264497,285442
9,74075,67.5,-264497,285942
9,74076,67.5,-264497,286442
9,74077,79,-264497,286942
9,74078,79,-264497,287442
9,74079,79,-264497,287942
9,74080,79,-264497,288442
9,74081,72,-264497,288942
9,74082,72,-264497,289442
10,69248,79,-271497,290442
10,69249,67.5,-271497,290942
10,69250,79,-271497,291442
10,69590,79,-270997,290442
10,69591,79,-270997,290942
10,69592,67.5,-270997,291442
10,69932,79,-270497,290442
10,69933,67.5,-270497,290942
10,69934,67.5,-270497,291442
10,70274,67.5,-269997,290442
10,70275,79,-269997,290942
10,70276,79,-269997,291442
10,70615,79,-269497,290442
10,70616,79,-269497,290942
10,70617,79,-269497,291442
10,70956,72,-268997,290442
10,70957,79,-268997,290942
10,70958,79,-268997,291442
10,70959,89,-268997,291942
10,71299,54,-268497,290442
10,71300,54,-268497,290942
10,71301,79,-268497,291442
10,71302,79,-268497,291942
10,71303,100,-268497,292442
10,71643,72,-267997,290442
10,71644,54,-267997,290942
10,71645,72,-267997,291442
10,71646,61.5,-267997,291942
10,71647,67.5,-267997,292442
10,71648,100,-267997,292942
10,71988,72,-267497,290442
10,71989,54,-267497,290942
10,71990,54,-267497,291442
10,71991,23.5,-267497,291942
10,71992,61.5,-267497,292442
10,71993,100,-267497,292942
10,72335,72,-266997,290442
10,72336,72,-266997,290942
10,72337,54,-266997,291442
10,72683,79,-266497,290442
10,73031,79,-265997,290442
11,66489,67.5,-275497,276442
11,66490,67.5,-275497,276942
11,66491,23.5,-275497,277442
11,66827,67.5,-274997,274942
11,66828,67.5,-274997,275442
11,66829,100,-274997,275942
11,66830,67.5,-274997,276442
11,66831,67.5,-274997,276942
11,66832,79,-274997,277442
11,66833,23.5,-274997,277942
11,66834,23.5,-274997,278442
11,66835,61.5,-274997,278942
11,67168,67.5,-274497,274942
11,67169,67.5,-274497,275442
11,67170,67.5,-274497,275942
11,67171,67.5,-274497,276442
11,67172,79,-274497,276942
11,67173,67.5,-274497,277442
11,67174,79,-274497,277942
11,67175,79,-274497,278442
11,67176,79,-274497,278942
11,67509,74,-273997,274942
11,67510,79,-273997,275442
11,67511,67.5,-273997,275942
11,67512,67.5,-273997,276442
11,67513,67.5,-273997,276942
11,67514,67.5,-273997,277442
11,67515,79,-273997,277942
11,67516,79,-273997,278442
11,67517,79,-273997,278942
11,67850,79,-273497,274942
11,67851,67.5,-273497,275442
11,67852,79,-273497,275942
11,67853,67.5,-273497,276442
11,67854,67.5,-273497,276942
11,67855,79,-273497,277442
11,67856,72,-273497,277942
11,67857,79,-273497,278442
11,67858,79,-273497,278942
11,68193,67.5,-272997,274942
11,68194,85,-272997,275442
11,68195,67.5,-272997,275942
11,68196,67.5,-272997,276442
11,68197,67.5,-272997,276942
11,68198,72,-272997,277442
11,68199,72,-272997,277942
11,68200,79,-272997,278442
11,68201,79,-272997,278942
11,68535,67.5,-272497,275442
11,68536,67.5,-272497,275942
11,68537,67.5,-272497,276442
11,68538,72,-272497,276942
11,68539,72,-272497,277442
11,68540,72,-272497,277942
11,68541,23.5,-272497,278442
11,68542,23.5,-272497,278942
12,63777,79,-279497,282442
12,63778,79,-279497,282942
12,63779,72,-279497,283442
12,63780,100,-279497,283942
12,63781,100,-279497,284442
12,63782,72,-279497,284942
12,63783,54,-279497,285442
12,63784,54,-279497,285942
12,64115,79,-278997,281942
12,64116,79,-278997,282442
12,64117,72,-278997,282942
12,64118,72,-278997,283442
12,64119,72,-278997,283942
12,64120,54,-278997,284442
12,64121,72,-278997,284942
12,64122,54,-278997,285442
12,64123,54,-278997,285942
12,64124,54,-278997,286442
12,64125,54,-278997,286942
12,64126,72,-278997,287442
12,64127,72,-278997,287942
12,64128,72,-278997,288442
12,64129,72,-278997,288942
12,64130,72,-278997,289442
12,64131,61.5,-278997,289942
12,64132,61.5,-278997,290442
12,64453,79,-278497,281442
12,64454,79,-278497,281942
12,64455,79,-278497,282442
12,64456,72,-278497,282942
12,64457,72,-278497,283442
12,64458,72,-278497,283942
12,64459,72,-278497,284442
12,64460,72,-278497,284942
12,64461,72,-278497,285442
12,64462,72,-278497,285942
12,64463,54,-278497,286442
12,64464,23.5,-278497,286942
12,64465,61.5,-278497,287442
12,64466,61.5,-278497,287942
12,64467,72,-278497,288442
12,64468,72,-278497,288942
12,64469,67.5,-278497,289442
12,64470,72,-278497,289942
12,64471,61.5,-278497,290442
12,64793,72,-277997,281442
12,64794,79,-277997,281942
12,64795,79,-277997,282442
12,64796,79,-277997,282942
12,64797,79,-277997,283442
12,64798,72,-277997,283942
12,64799,72,-277997,284442
12,64800,72,-277997,284942
12,64801,72,-277997,285442
12,64802,61.5,-277997,285942
12,64803,23.5,-277997,286442
12,64804,100,-277997,286942
12,64805,23.5,-277997,287442
12,64806,23.5,-277997,287942
12,64807,100,-277997,288442
12,64808,72,-277997,288942
12,64809,67.5,-277997,289442
12,64810,79,-277997,289942
12,64811,23.5,-277997,290442
12,65132,79,-277497,280942
12,65133,72,-277497,281442
12,65134,72,-277497,281942
12,65135,79,-277497,282442
12,65136,79,-277497,282942
12,65137,79,-277497,283442
12,65138,79,-277497,283942
12,65139,79,-277497,284442
12,65140,79,-277497,284942
12,65141,79,-277497,285442
12,65142,61.5,-277497,285942
12,65143,61.5,-277497,286442
12,65144,54,-277497,286942
12,65145,23.5,-277497,287442
12,65146,23.5,-277497,287942
12,65147,61.5,-277497,288442
12,65148,72,-277497,288942
12,65149,79,-277497,289442
12,65150,79,-277497,289942
12,65151,79,-277497,290442
12,65473,79,-276997,280942
12,65474,72,-276997,281442
12,65475,72,-276997,281942
12,65476,72,-276997,282442
12,65477,79,-276997,282942
12,65478,79,-276997,283442
12,65479,79,-276997,283942
12,65480,79,-276997,284442
12,65481,79,-276997,284942
12,65482,79,-276997,285442
12,65483,79,-276997,285942
12,65484,79,-276997,286442
12,65485,54,-276997,286942
12,65486,54,-276997,287442
12,65487,79,-276997,287942
12,65488,79,-276997,288442
12,65489,54,-276997,288942
12,65490,54,-276997,289442
12,65491,79,-276997,289942
12,65492,67.5,-276997,290442
12,65814,79,-276497,280942
12,65815,72,-276497,281442
12,65816,72,-276497,281942
12,65817,72,-276497,282442
12,65818,79,-276497,282942
12,65819,79,-276497,283442
12,65820,67.5,-276497,283942
12,65821,67.5,-276497,284442
12,65822,79,-276497,284942
12,65823,79,-276497,285442
12,65824,67.5,-276497,285942
12,65825,79,-276497,286442
12,65826,54,-276497,286942
12,65827,54,-276497,287442
12,65828,79,-276497,287942
12,65829,79,-276497,288442
12,65830,79,-276497,288942
12,65831,54,-276497,289442
12,65832,54,-276497,289942
12,65833,67.5,-276497,290442
12,66157,79,-275997,281442
12,66158,79,-275997,281942
12,66159,79,-275997,282442
12,66160,79,-275997,282942
12,66161,79,-275997,283442
12,66162,67.5,-275997,283942
12,66163,67.5,-275997,284442
12,66164,79,-275997,284942
12,66165,79,-275997,285442
12,66166,79,-275997,285942
12,66167,79,-275997,286442
12,66168,67.5,-275997,286942
12,66169,100,-275997,287442
12,66170,67.5,-275997,287942
12,66171,67.5,-275997,288442
12,66172,67.5,-275997,288942
12,66173,67.5,-275997,289442
12,66174,67.5,-275997,289942
12,66175,67.5,-275997,290442
12,66498,67.5,-275497,280942
12,66499,79,-275497,281442
12,66500,72,-275497,281942
12,66501,79,-275497,282442
12,66502,79,-275497,282942
12,66503,79,-275497,283442
12,66504,67.5,-275497,283942
12,66505,79,-275497,284442
12,66506,79,-275497,284942
12,66507,72,-275497,285442
12,66508,72,-275497,285942
12,66509,79,-275497,286442
12,66510,79,-275497,286942
12,66511,67.5,-275497,287442
12,66512,79,-275497,287942
12,66513,79,-275497,288442
12,66514,79,-275497,288942
12,66515,67.5,-275497,289442
12,66516,79,-275497,289942
12,66517,67.5,-275497,290442
12,66836,61.5,-274997,279442
12,66837,61.5,-274997,279942
12,66838,23.5,-274997,280442
12,66839,72,-274997,280942
12,66840,72,-274997,281442
12,66841,72,-274997,281942
12,66842,79,-274997,282442
12,66843,79,-274997,282942
12,66844,79,-274997,283442
12,66845,79,-274997,283942
12,66846,79,-274997,284442
12,66847,79,-274997,284942
12,66848,72,-274997,285442
12,66849,72,-274997,285942
12,66850,79,-274997,286442
12,66851,67.5,-274997,286942
12,66852,79,-274997,287442
12,66853,79,-274997,287942
12,66854,79,-274997,288442
12,66855,79,-274997,288942
12,66856,79,-274997,289442
12,66857,67.5,-274997,289942
12,66858,67.5,-274997,290442
12,67177,61.5,-274497,279442
12,67178,23.5,-274497,279942
12,67179,72,-274497,280442
12,67180,54,-274497,280942
12,67181,72,-274497,281442
12,67182,54,-274497,281942
12,67183,79,-274497,282442
12,67184,67.5,-274497,282942
12,67185,79,-274497,283442
12,67186,67.5,-274497,283942
12,67187,79,-274497,284442
12,67188,79,-274497,284942
12,67189,72,-274497,285442
12,67190,72,-274497,285942
12,67191,79,-274497,286442
12,67192,72,-274497,286942
12,67193,72,-274497,287442
12,67194,79,-274497,287942
12,67195,67.5,-274497,288442
12,67196,79,-274497,288942
12,67197,79,-274497,289442
12,67198,67.5,-274497,289942
12,67199,67.5,-274497,290442
12,67518,100,-273997,279442
12,67519,72,-273997,279942
12,67520,54,-273997,280442
12,67521,72,-273997,280942
12,67522,72,-273997,281442
12,67523,72,-273997,281942
12,67524,67.5,-273997,282442
12,67525,79,-273997,282942
12,67526,72,-273997,283442
12,67527,79,-273997,283942
12,67528,85,-273997,284442
12,67529,79,-273997,284942
12,67530,72,-273997,285442
12,67531,72,-273997,285942
12,67532,72,-273997,286442
12,67533,72,-273997,286942
12,67534,67.5,-273997,287442
12,67535,79,-273997,287942
12,67536,79,-273997,288442
12,67537,79,-273997,288942
12,67538,79,-273997,289442
12,67539,67.5,-273997,289942
12,67540,67.5,-273997,290442
12,67859,67.5,-273497,279442
12,67860,67.5,-273497,279942
12,67861,72,-273497,280442
12,67862,72,-273497,280942
12,67863,72,-273497,281442
12,67864,72,-273497,281942
12,67865,72,-273497,282442
12,67866,72,-273497,282942
12,67867,72,-273497,283442
12,67868,72,-273497,283942
12,67869,79,-273497,284442
12,67870,79,-273497,284942
12,67871,72,-273497,285442
12,67872,54,-273497,285942
12,67873,54,-273497,286442
12,67874,79,-273497,286942
12,67875,79,-273497,287442
12,67876,79,-273497,287942
12,67877,79,-273497,288442
12,67878,79,-273497,288942
12,67879,79,-273497,289442
12,67880,67.5,-273497,289942
12,68202,61.5,-272997,279442
12,68203,61.5,-272997,279942
12,68204,72,-272997,280442
12,68205,72,-272997,280942
12,68206,54,-272997,281442
12,68207,72,-272997,281942
12,68208,72,-272997,282442
12,68209,72,-272997,282942
12,68210,72,-272997,283442
12,68211,54,-272997,283942
12,68212,72,-272997,284442
12,68213,54,-272997,284942
12,68214,54,-272997,285442
12,68215,54,-272997,285942
12,68216,72,-272997,286442
12,68217,79,-272997,286942
12,68218,79,-272997,287442
12,68219,79,-272997,287942
12,68220,79,-272997,288442
12,68221,79,-272997,288942
12,68222,79,-272997,289442
12,68223,67.5,-272997,289942
12,68543,61.5,-272497,279442
12,68544,72,-272497,279942
12,68545,72,-272497,280442
12,68546,72,-272497,280942
12,68547,54,-272497,281442
12,68548,72,-272497,281942
12,68549,72,-272497,282442
12,68550,72,-272497,282942
12,68551,72,-272497,283442
12,68552,72,-272497,283942
12,68553,72,-272497,284442
12,68554,100,-272497,284942
12,68555,54,-272497,285442
12,68556,54,-272497,285942
12,68557,72,-272497,286442
